#除夕不放假#,Query time: 2023-12-17 23:12:54
活了二十多年，该见证的一样没落下，现在年都没了，真就差鬼没见过了,10月26日 15:43
就请问一下下半年刚入职没年假没调休的怎么办家里是过早年要早上吃团圆饭的怎么办,10月26日 15:43
暗恋同事和舍友的人有福了 一起跨年一起加班,10月26日 15:42
无所谓，我会离职 ,10月26日 15:42
//:2014年的除夕也没放假。同年9月，运行了14年的全国假日办被撤销。,10月26日 15:40
滚 ,10月26日 15:40
毕业后在前公司上了两年多有三个除夕，两个除夕在上班，另一个除夕请了半个月假，我以为除夕一直是要上班的啊？？看到大家很反抗我才知道原本除夕不上班！难怪之前上班到压抑，光说它假期方面就单休➕节假日伦休➕过年上班，buff叠满 劳动法保护的是谁？不过还好我今年已经辞职了 ,10月26日 15:38
中国人连除夕都不让过了，你们是内部有多少潜伏的吗？ ,10月26日 15:38
//:2014年的除夕也没放假。同年9月，运行了14年的全国假日办被撤销。,10月26日 15:37
我们是生产队的驴吗？ ,10月26日 15:36
//:2014年的除夕也没放假。同年9月，运行了14年的全国假日办被撤销。,10月26日 15:35
//:这次除夕不放假 突然想起了之前做的这个表情包 别问 问就是应景,10月26日 15:34
关于2024除夕不放假的问题如何考虑？,10月26日 15:33
【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,10月26日 15:32
赶紧的吧//:2014年的除夕也没放假。同年9月，运行了14年的全国假日办被撤销。,10月26日 15:32
【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,10月26日 15:32
昨天骂了一天，今天就没什么声音了，中国人真的是很容易原谅，很容易妥协 ,10月26日 15:30
【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,10月26日 15:30
【】据中新经纬报道：10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024年春节也存在调 【】据中新经纬报道：10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024年春节也存在调休的问题，实际上国家发改委的工作人员做了充分的调研，召开了专家座谈会等，最后做出这样一个安排是非常进步的，因为它很人性化，充分考虑了节前节后工作与休闲的关系，两头都是工作6天而非7天以上。王琪延表示，从改革方案上讲，通过落实带薪休假，把权力下放给企业和员工，让他们协商，在不影响企业正常运行的条件下，做出合理的时间安排，让他们得到充分的休息。王琪延认为，“我国的劳动生产率在全世界应该是中等水平，所以每年还可以增加20天左右的休假时间，因此我一再提倡‘做四休三’。我们可以实行两天半的休假时间，最终达到‘做四休三’的节假日安排。,10月26日 15:30
//:2014年的除夕也没放假。同年9月，运行了14年的全国假日办被撤销。,10月26日 15:29
【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,10月26日 15:28
【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,10月26日 15:27
收到，over ,10月26日 15:25
好好好，除夕这么大的节日不放假是吧 ,10月26日 15:21
//:14年，24年，下次是不是34年？ //://://:2014年的除夕也没放假。同年9月，运行了14年的全国假日办被撤销。,10月26日 15:21
《可真有意思。》有人相爱，有人夜里看海，有人除夕要上班，嘿！真不赖！公司就是我家，同事就是我的家人，除夕夜我们一起包饺子，一起守岁，一起唱难忘今宵，一起祝福新年快乐～emmm……怎么不算是最好的安排呢~,10月26日 15:19
取自《灵魂摆渡3》,10月26日 15:16
学到了新词“上班味”,10月26日 15:15
祈求自家老板人性化一点，除夕自觉提前给员工放假回去准备年夜饭 ,10月26日 15:14
看来是因为昨天的让大家都emo了休息日是上班的盼头啊～在上班期间要学会释放压力，不然真的更容易长痘甚至出现内分泌失调等更多症状哦晚上洗完澡记得用好滋养调理面膜给皮肤美美做一个spa～顺带说一说，明天周五啦记得来抽奖哦,10月26日 15:10
看除夕不放假闹那么凶的，我有点挠头大家是真的集体失忆了吗，好多年以前我记得除夕是不放假的啊，我记得当时除夕开始放假了我妈还说本来除夕基本单位都不会留人大家都回去了或者之上半天班，还能放到初七，现在春节除夕开始放还白白少了一天假应该是至少十几年以前了吧，那时候我还没上 看除夕不放假闹那么凶的，我有点挠头大家是真的集体失忆了吗，好多年以前我记得除夕是不放假的啊，我记得当时除夕开始放假了我妈还说本来除夕基本单位都不会留人大家都回去了或者之上半天班，还能放到初七，现在春节除夕开始放还白白少了一天假应该是至少十几年以前了吧，那时候我还没上大学🤔🤔,10月26日 15:08
,10月26日 15:07
当我听到除夕不放假，心情格外的激动，我想用最优美的词语来谢谢！谢谢你奶奶！谢谢你妈妈！谢谢你爸爸！谢谢你妹妹！我谢谢你全家！ ,10月26日 15:07
华为将全盘接手问界汽车销售体系？回应来了！2024年春节假期“8+1”？长假模式或刺激春节旅游市场!阅读全文：,10月26日 15:07
今天负责调休的人是不是没有家人，所以除夕不回家过年 ,10月26日 15:07
"【无论躺平还是奋斗，都不能用有毒的洗发水，健康护头皮，去屑止痒 -法国普罗旺斯有机洗发皂 】体验：头发韧性提高31.48%，柔软度提高41.51%，头皮屑改善51.06%，止痒18.99%。：淘宝：，微店：【咨询私信】养护头皮、去屑止痒、去除化学残留：1、99.9%天然 【无论躺平还是奋斗，都不能用有毒的洗发水，健康护头皮，去屑止痒 -法国普罗旺斯有机洗发皂 】体验：头发韧性提高31.48%，柔软度提高41.51%，头皮屑改善51.06%，止痒18.99%。：淘宝：，微店：【咨询私信】养护头皮、去屑止痒、去除化学残留：1、99.9%天然成分，无化学成分和防腐剂。2欧盟ECOERT和法国BIO有机认证。3高岭土取代皂基，以面膜成分清洁头皮， 4,节能环保减碳，获2010年奥斯卡LSA金奖。",10月26日 15:07
//:所以孔子说讷于言，就是提醒你们以后少说话//:评论区没有一个人能理解你的意思,10月26日 15:06
【子午：除夕“调休”，是不是该对老板感恩呢？】2024放假具体安排刚刚公布，两个相关话题就占据了热搜榜前两名。“2024春节放8天假”，据说是“创新之举”、“暖心之举”，体现了“用心良苦”、“精心设计”。仅仅表达一点个人看法，笔者并没有感受到“创新之举”、“暖心之 【子午：除夕“调休”，是不是该对老板感恩呢？】2024放假具体安排刚刚公布，两个相关话题就占据了热搜榜前两名。“2024春节放8天假”，据说是“创新之举”、“暖心之举”，体现了“用心良苦”、“精心设计”。仅仅表达一点个人看法，笔者并没有感受到“创新之举”、“暖心之举”，只感受到了“用心良苦”、“精心设计”。看似“8天假期”比往年“多了1天”，然而，“8天假期-3天双休-2天调休”等于几？这是一个很简单数学题，最后得到的数字仍然是3。也就是说春节还是只有3天的法定节假日，并没有增加1天！之所以让一些人以为大家会产生错觉，就在于“8天假期”的安排捡了个便宜，刚好跨了两个周末的3天双休。只不过是这几年因为“调休”的“精心设计”，除夕都被纳入到了“春季7天长假”，笔者印象中好像只有2014年调休没能调过来，今年恰好又是个例外，一切都怪“农历”咯。群众不是傻子，从两条热搜的排序看，很多网友大概同样没因为“8天假期”感受到“暖心”，反而都在抱怨“除夕不放假”。除夕和春节同为中华民族的两个最重要的节日，至少在很多农村地区，除夕往往比春节还要隆重。群众关于将除夕纳入法定节假日的呼声持续了多年，然而至今没有得到回应。1949年12月23日，第一版的“全国年节及纪念日放假办法”发布，由此确定了春节三天法定节假日的传统；1999年面对“内需低迷、外需不振”的状况，“放假办法”有了第一次修订，劳动节的法定节假日从一天增加到三天，并且有高人发明了“调休”，创造出了国庆节、春节和五一三个长达一周的“黄金周”，由此掀起了所谓的“假日经济”；但入世之后，拼命发展中低端出口，太多的长假显然是不利于国人“勤劳”，于是2007年再次修订“放假办法”，将劳动节的三天假各分了一天出来，另外增加一天，给传统节日清明节、端午节和中秋节。这个“办法”基本保持原样并维持至今。其实，偌大一个中国，漫长的365天假期，给劳动者多放一天假，天真的就会塌下来吗？从1949到1999，从2007到2023，GDP翻了多少倍？这个不难算出来；劳动生产率增加了多少倍？也不难算出来。以此而论，多放一天假，对于经济社会运行而言，对于占人口绝大多数的劳动人民而言，天并不会塌下来。但是，多一天的法定节假日，对于企业和单位而言，安排加班就得多一天三倍工资，这可不是小事。在2024春节的放假安排里，有一行“暖心”提示：“鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息。”其实即便没有这条提示，按照2014年这样的调休调不过来的年份惯例，很多单位和公司在除夕这一天，如果没什么事也就给员工放假了，顶多上半天班，此举还能彰显老板对于员工的“体恤”，甚至让员工对老板感恩。这一进一出，对于老板们而言，多一天法定节假日，真是天大的事——不仅可能要多支付一天的三倍工资，还让老板们失去了被“感恩”的机会。难怪有专家强烈反对在经济低迷的情况下直接给老百姓发钱，说什么发了钱老百姓也不知道感恩，这里的“专家”与发明调休的“专家”，心意显然是相通的——即便要“放水”，也只能放给项目、放给企业，一切按照市场规矩，“放水”点滴下流，从权力到资本层层节流，老板吃肉、员工喝汤，项目给企业创造“市场”，企业给员工创造“工作机会”，员工最后还得对老板“感恩”。其实，比起除夕是否放假，劳动法能否认真落实，8小时工作制以及40小时周工作制能否落实，才是更重要的问题。如果连基本的劳动法都执行不了的话，谈能否多一天法定节假日，是很奢侈的。,10月26日 15:06
