五月天巴黎演唱会被指「真唱气息不稳」，如何从专业角度解读？与此前演唱会是否有不同？,gender,comments,likes,updated_time
我是三伏天。今天我又要出来赚钱了，现在赚钱真的很不容易，抛头露脸的，还得应对媒体记者，这些不都是助理应该替我做的吗？每个月拿我这么多钱还要我亲自出马？不光是这些，演唱会还得让我亲自去，以前都靠修音才发的专辑，这么多年吃喝玩乐，哪有功夫练习发声？我哪儿抽得出时间来？你们这帮粉丝事儿还挺多，去了不就完了吗？还管真唱假唱？再说了，我凭什么真唱？你们配吗？真唱我唱的下来吗？你们真是高估我的演唱能力，低估我的表演能力！你就说是不是我本人亲自参加的演唱会，我没让助理代替吧？这够意思吧？粉丝还要怎么样，应该知足知道吗？你们应该自我反省，想想这么多年工作努不努力，薪资涨没涨？心甘情愿在那儿当个韭菜不香吗？让我割一下你们不香吗？你们又不是没被别人割过？有这功夫多想想自己，别老管别人的事儿！家住海边的，管的真宽！最后，记者给我留下，明天帮我出篇报道，就强调我怎么怎么被威胁了，怎么怎么不容易之类的，挽回一下我的正面形象！,1,0,2,2023-12-08 17:25:00
我锤我自己，文艺界第一人。哎哎哎老乡别退票，新加坡演唱会接着奏乐接着舞！,0,0,1,2023-12-08 17:20:46
没事，一些五月天的粉丝表示理解以及舌战群儒帮五月天洗白,-1,0,4,2023-12-08 17:17:27
嬛嬛：臣妾此身从此分明了！胖橘：嬛嬛受委屈了！温实初：这是十七爷的孩子，和我当然没关系。瓜六：成妾要告发熹贵妃私通，秽乱后宫，罪不容诛。各宫嫔妃：今天，我们坐在这里，是为了庆祝一位伟大的歌唱家完成了一次完美的E6。,0,0,0,2023-12-08 17:16:23
最近，五月天上海演唱会假唱事件，引起了很多人的关注。事情发生在12月2日，在五月天上海演唱会之后，很快就有网友在网上吐槽，称五月天是假唱。紧接着，有一位叫麦田农夫的UP主发布了一则分析视频，通过分析，五月天在演唱会唱的12首歌，其中有6首是假唱。很快，五月天假唱的话题便冲上各大网站的热搜，成为大家关注的热点话题。之后，随着事件逐渐发酵，圈内外多个个人或者机构发声表态，官方表示现在已经开始对此事件进行核查，而五月天则公开宣布没有假唱。目前，大部分网友都倾向于相信五月天是假唱，也有部分歌迷觉得五月天不是假唱。 在五月天被质疑假唱之后，五月天方最开始的回应，是公开宣布“巴黎演唱会将全程直播”，还喊出了“全民见证”的口号。这则回应虽然引起很多网友的吐槽，没有取得应有的公关效果，但因为已经公布，所以巴黎演唱会最后还是进行了现场直播。只不过，看了直播的网友表示，本来还不确定上海演唱会时五月天是假唱，但现在听万巴黎演唱会，可以确定当时的确是假唱了。之所以有这样的说法，是因为在巴黎演唱会上，五月天唱歌时气息不稳，飘忽不定，和上海演唱会时的状态，完全不同。上海演唱会时，五月天唱歌唱的气息非常稳定，稳定的就像放CD录音。这也没有几天的时间，怎么唱功还突然下降了？所以，才有网友吐槽，巴黎演唱会算是五月天给自己来了一记实锤。而对于假唱的态度，各方网友的态度，也不一样。有些观众觉得，既然状态不好，就不要开演唱会，大家去演唱会本来是奔着听现场去的，你现在放录音，这与诈骗有什么区别？也有些歌迷觉得，状态不好，有几首是假唱也不是不能理解，但假唱之后又坚决不承认，这个态度有点太让人难以接受。当然，也有人坚持认为上海演唱会五月天就不是假唱。对于是不是假唱这回事，目前官方已经表态，称正在调查核实，相信最后会有一个权威答案。但是，鉴定是不是假唱，很难。所以，对此大家也不用报太大的希望，因为不是官方不想有一个明确的答案，而是关于是否“假唱”，很难给出一个明确的答案。首先是采样，采样时采集五月天方给的录音还是网友的现场录音？现场录音万一有人动手脚怎么办？五月天或者主办方动过手脚怎么办？采样的困难还算好说，关于假唱的界定，才是最困难的。垫音算不算假唱？垫音和现场演唱的声音成什么样的比例才算是假唱？这些其实都是很难的点。但无论结果如何，五月天这次的风评，是受到了不小的影响。从专业的音乐素养来说，五月天其实很不错，唱过很多非常经典的歌曲。但从消费者角度来说，我花钱买票去听演唱会，你放录音骗我，这就是欺骗消费者。最后，即便鉴定结果证明五月天是真唱，他的风评也无法挽回了。因为群众的眼睛是雪亮的，演唱者或许可以钻“界定困难”的孔子，但消费者更愿意相信自己的耳朵。而且，五月天怎么解释上海演唱会气息稳定，巴黎演唱会气息飘忽这事？他又该怎么解释那些专业的分析视频中提出的质疑？当然，巴黎演唱会之后，他们就扛着钱回家了，这些质疑什么的，他们可能根本不在乎。 ,1,0,0,2023-12-08 17:13:21
我知道安慰一下上海看演唱会的朋友，你们这波没亏 ,-1,0,0,2023-12-08 17:11:11
20年老粉丝了，巴黎演唱会为什么没有唱《死了都要爱》啊？,-1,0,1,2023-12-08 17:10:55
啧……特别像之前那些[打出超神表现被人逐帧分析是否开挂之后露手直播]的大主播。露手这场。是不是自己真打呢？是。但这场水平……怎么说呢，反而坐实了之前高水平的超神表现是开挂。反向证明，这在电竞圈和主播圈，是早已有之啊。更骚的是，这个主播在露手直播之前还发了个小作文号称——每次在烂橘子平台上绝地求生，我10连爆头的时候都跪下捶地，来确认自己达到了游戏界至高的山巅……等等……绝地求生不是Steam平台上的吗？大哥你真的启动过这个游戏吗？之前那些声情并茂幽默风趣的绝地求生科普视频，真的是你自己做的吗？这才是最致命的。,1,2,19,2023-12-08 17:09:39
假唱风波之前也是五月天的路人粉。这件事最恶心的是让我想到了康师傅酸菜，供国内用脚踩，供国外无菌袋。回到五月天：在国内又跳又蹦不开麦，在国外又嘶吼又高音真澎湃。横批：10拍E6何处在,1,0,5,2023-12-08 17:06:21
E6算什么？人家已经冲到F6了，什么华语第一男高音简直就是侮辱，明明是寰宇第一高音！,1,0,1,2023-12-08 16:58:16
这次也垫了音，不过没有压过真声，所以大家觉得是真唱。如果五月天之前的场次被判定为真唱，那绝对是华语乐坛发展史上一个里程碑式事件。自此之后假唱也是合法的了。大家纷纷效仿，开百分之九十九的垫音，只开百分之一的麦，观众听到的只有垫音假唱，但不妨碍我是合法的。,-1,0,40,2023-12-08 16:56:08
很好很好，很明显假唱的热度要过去了，效果拔群,-1,0,2,2023-12-08 16:55:19
不稳才是正常的，因为他连续开唱的硬实力上限就在那摆着。他没那个体格和嗓子。日本健体业余爱好者长渕刚我也不是五月天的粉啥的，其实我任何歌手的粉也不是，咱只是想说，他们的这个演出频率其实已经超过了他的体力极限，要是不想假唱，那最好把场次调少点。否则必然翻车事故频发。别既想捞钱，又想假唱，又想保证质量，还想不掉口碑，想pea吃呢。卖力真唱演出，还要保证现场效果，还要口碑爆棚，都是体力活加硬实力，瞧瞧长渕刚这个出汗量，不打吊瓶人都得噶了。当然，樱岛通宵这种去了就超值的场次（甚至对观众体力有极高要求，目测九成年轻人），这种过分卖力的歌手，即便是盛产敬业仙人的小日子也不多见（更神奇的是他在富士山麓又整一场，真的不怕死诶）。更多的是像伍佰这样。咱也不假唱，但咱也不唱，哈哈。他们两人甚至有共同点，那就是观众要会跟唱，顺便走个大合唱。,1,3,9,2023-12-08 16:52:37
线上直播，笑死，当所有人傻，声卡这种东西很多主播都在用，你懂的,1,1,2,2023-12-08 16:34:37
老了就老了嘛，不丢人。看看隔壁伍佰，互动得多好？,1,0,1,2023-12-08 16:27:33
,1,0,0,2023-12-08 16:19:43
巴黎绝对是真唱了，差点儿要了命。（此处需要缝纫机乐队老中医台上脑血栓表情包）对于假唱的界定是，一句都没唱，才算假唱。只要唱了一句，这都叫半开麦。所以说，阿信说自己没有假唱，是没有意义的，应该回应的是半开麦到什么程度。观众以为的半开麦，在业内就相当于假唱，业内理解的半开麦，在观众看来叫垫音。路人可能不相信，五月天出道的时候，是摇滚乐队。我艹，摇滚乐队！你的态度呢？这要是个偶像男团，半开麦我肯定不骂，大湾区电影音乐晚会大部分人都在假唱，也没啥可骂的，毕竟里面很多人也不是唱歌的。但摇滚乐队不行，必须全开麦，你可以翻车之后道歉，但垫了肯定被骂。目前摇滚粉丝处于开香槟状态。,0,2,43,2023-12-08 16:01:07
宏哥估计是打了针封闭，硬顶着上了一场，其壮烈程度堪比当年马保国约架四十多岁中年男子。这场的表现确实已经是近几年最佳的真唱现场了，但是和之前国内一圈还是没法比。说起来，宏哥这人真倒是真，就是没有啥陈信。,-1,1,43,2023-12-08 15:55:13
没有！说了没有！,0,0,3,2023-12-08 15:49:53
92年东京枪花，好看,1,0,0,2023-12-08 15:47:55
挺好奇的，到底是像汪峰劈嗓子梁静茹跑调这种演唱会值得去，还是五月天对口型假唱这种演唱会值得去？,-1,9,2,2023-12-08 15:46:38
只看了恋爱ing那一段麦都放下了，还有人声呢。巴黎场是不是真唱不知道，只知道之前别的场次真唱部分像水牛。好吧，我以五月天粉丝性命担保，五月天演唱会都是真唱。,-1,0,2,2023-12-08 15:27:26
演唱会这类声乐技术技巧又能前期和现场操作，然后又是一首歌的垫音比例，真音比例的拉扯，很难界定假唱，使鉴定和执法陷入内漩和内耗，歌迷和管理方陷入被动。不如就简单粗暴的限定一场演唱会20首中3首可以假唱，30首中5首可以假唱，且假唱歌只许用CD，且不能换歌假唱，串烧组歌里的歌每首就是单独的一首歌，也就是说串烧组歌也受其管理。审批就规定表明要求，在预售时主办方，经纪公司，歌者就告知媒体和歌迷有几首假唱歌，哪几首，用CD形式。其它歌曲允许用垫音，不得超过一首歌时长的20％，半首歌也按标准版算，比如2分钟的半首歌，垫音一样不得超过时长20％，休想讨巧。鼓励全程真唱，全程真唱简化审批，可优先预约下两年场次，违反合同规定的，依严重程度，赔偿，罚款，限批，禁批。,1,1,0,2023-12-08 15:22:02
