#张雪峰回应文科都是服务业#,Query time: 2023-12-24 13:41:06,likes
难道理科不是服务业吗？工程服务，技术服务等等，为资本打工，都是服务员呀，为啥只强调文科【舔】呢。怪不得有人生气哈，该道歉，道歉就对了。 ,2023-12-09 16:57,1
任何行业都是服务业，管你啥科不科的。真话实话难听而已，大多数人不愿意听，不愿意接受。我辛苦这么些年学了个这么高大上的科，怎么能是服务业呢，怎么能服务于人呢？你坐办公室也是服务人的，有权有势的也得服务于更有权有势的。为人民服务！ ,2023-12-09 16:57,74
错误的，所有学科都是服务业文科理科都会有自己的甲方 ,2023-12-09 16:57,3
张雪峰的大聪明与这个逼仄就业形势，当下就业其实是社会一个大痛点。张雪峰开了些止损的方子，但还需要更大的就业环境和权力资源等改革调整。 ,2023-12-09 16:56,0
为人民服务还分文理吗？ ,2023-12-09 16:56,0
文科都是服务业倒也说的过去，都是舔啥意思呢？理科生不舔吗？莫名其妙啊 ,2023-12-09 16:56,0
因为从小就没通过教育真正给我们树立平等择业观，经常把各种职业划分三六九等并以此对我们进行各种说教，以至于明明大多数的职业都具有服务业性质但就是猛地听起来特别刺耳（ ,2023-12-09 16:56,9
称文科都是服务业，总结起来就是“舔”，张雪峰发文回应争议：可是我没觉得这有什么所谓的不好啊！,2023-12-09 16:56,10
表情和话术都是标准嘴炮,2023-12-09 16:56,3
这东西不好说，现在有几个出来是专业对口工作啊,2023-12-09 16:56,0
就没有大实话是好听的（老张你撑着点，我还没生孩子呢，你要撑住啊，哈哈哈）,2023-12-09 16:56,0
?？介，介，介.....要看站在哪个角度来看吧！从某种角度来说，我们学的东西，或许大部分最终都是从事“服务业”工作！广义的服务业，服务行业！ ,2023-12-09 16:56,0
你们怕是误会了哦,2023-12-09 16:56,0
其实除了资本，什么科都一样是打工的…… ,2023-12-09 16:56,3
这都有人破防？第三产业就是服务行业啊…其实不止文科，工科理科都算，你得有客户吧，有甲方吧，有产品吧，有项目吧…对吧…别矫情嗷 ,2023-12-09 16:55,0
理工科是🐮🐎 ,2023-12-09 16:55,0
我想了半天，能站着把钱挣了的，估计只有保安了,2023-12-09 16:55,0
这世界逻辑就是，从孙子到老子，不过是有的人，不想当也不适合当老子，所以舔都不舔了，或者尽量不舔。,2023-12-09 16:55,7
除了资本大家都是服务业 只不过分低高端而已,2023-12-09 16:55,1
这事儿我的思考理科主攻生产技术，文科改善生产关系，相辅相成。这么看，应该多数学科都是综合的，不是纯粹的文或理，而是文理结合的价值域。 ,2023-12-09 16:55,3
社会都是以服务为主，不管是理文，都一样！难道不是？？ ,2023-12-09 16:55,1
服务业咋了，那个企业老板不是服务业起家的，能服务好也不是一般人能做到的，能舔明白的也并非一般人，对此不满意的是触碰到哪类人的逆鳞了不懂 ,2023-12-09 16:55,0
哪一行不是服务业呢 ,2023-12-09 16:55,0
怎么说呢。。。有些应该是为人民服务的行业，反而挺高高在上的拽得很尊重每个行业，每个人其实都是打工人，为维护整个社会稳定发展而服务,2023-12-09 16:55,0
称文科都是服务业，总结起来就是“舔”，张雪峰发文回应争议：可是我没觉得这有什么所谓的不好啊！,2023-12-09 16:55,14
文科 ,2023-12-09 16:55,0
【小调查：如何看待张雪峰说文科都是服务业？】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。不少网友表示说得对，服务业没什么不好；也有不少网友认为此言论不合适。12月9日，张雪峰回应争议并道 【小调查：如何看待张雪峰说文科都是服务业？】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。不少网友表示说得对，服务业没什么不好；也有不少网友认为此言论不合适。12月9日，张雪峰回应争议并道歉：“我是不是又说错话了？对不起，对不起，我给大家笑一个。”你如何看待张雪峰说文科都是服务业？评论区聊聊吧~,2023-12-09 16:55,114
服务业就是三产，这倒没说错，问题在于原文中其他描述。哗众取宠这套流量密码，掌握得挺好，这个嘴脸也足够难看。 ,2023-12-09 16:55,2
服务业不就是第三产业 ,2023-12-09 16:54,0
文理科不都是一样的嘛只不过各行业的服务人群，服务方式不同罢了 ,2023-12-09 16:54,0
世界的尽头是服务业 ,2023-12-09 16:54,0
确实是服务业，不要学文科 ,2023-12-09 16:54,0
赶紧取消文科,2023-12-09 16:54,2
这年头讲究服务至上，各行各业都把自己做成了服务业,2023-12-09 16:54,0
虽然话糙理不糙但你还是删了吧我有点汗流浃背了,2023-12-09 16:54,3
自己不是资本干啥不都是打工🥹 ,2023-12-09 16:53,1
说的哪里不对呢？ ,2023-12-09 16:53,1
大实话罢了，文科硕士如是说 ,2023-12-09 16:53,0
看来我对东北人的判断基本没问题，这人除了忽悠就是忽悠。 ,2023-12-09 16:53,1
我是文科做财务的，我们财务部是服务部门没错不直接产生利润的都是服务部门。 ,2023-12-09 16:53,0
不是张老师的粉丝，但人家有说错吗？高考考得再差也千万不要读文！ ,2023-12-09 16:53,1
本来就是啊毕业了准备给社会当狗了,2023-12-09 16:53,0
为人民服务，没啥不好的,2023-12-09 16:53,1
所以所谓大语文有什么屁用？应试教育干不过数理化，素质教育干不过音体美，文科就是没专业。你喜欢你海量看书，当年明月那种是真喜欢文科，把这个当专业，毕业的归宿无非就是考公考编。 ,2023-12-09 16:53,1
越讲越离普！张雪峰为什么不说所有理科都是农民工啊！ ,2023-12-09 16:52,7
上来先不说别的，先来个划分，先来个对立，文科怎么样怎么样，话说的确实没毛病，可文理不都得舔，不都是服务业?你只要就业工作，人际交流这个“舔”一定都得有。张雪峰他自己也看的明白，他也说自己是服务业，也自己是舔，他就是真是会拿捏大众思想，网上讨论多了，流量就 上来先不说别的，先来个划分，先来个对立，文科怎么样怎么样，话说的确实没毛病，可文理不都得舔，不都是服务业?你只要就业工作，人际交流这个“舔”一定都得有。张雪峰他自己也看的明白，他也说自己是服务业，也自己是舔，他就是真是会拿捏大众思想，网上讨论多了，流量就多，别说别的他啥的本来就火不需要流量，记住一点，没人不喜欢流量大，谁还会嫌自己钱多呢。,2023-12-09 16:52,0
我也是文科生 选文单纯因为理科不太好,2023-12-09 16:52,0
我寻思这也没说错呀，服务业又不是狭义的服务员,2023-12-09 16:52,0
我觉得我理科也是服务业刚跟室友讲完这句话 她特别有深意的说了句 这个世界就是一个巨大的服务业 我可能是一个假的理科人,2023-12-09 16:52,0
互联网上说错话、说反话、说狠话反而更好，因为无脑的流量喜欢很多人问我干嘛去回应，对于这种胡说八道，何必较真呢？你去认真回应，好像这种观点值得一辩一样。但是，胡说八道在互联网上大行其道，久而久之，会怎么样呢？就是导致互联网的公地悲剧，只能是苦果我们 互联网上说错话、说反话、说狠话反而更好，因为无脑的流量喜欢很多人问我干嘛去回应，对于这种胡说八道，何必较真呢？你去认真回应，好像这种观点值得一辩一样。但是，胡说八道在互联网上大行其道，久而久之，会怎么样呢？就是导致互联网的公地悲剧，只能是苦果我们自己吃。所以，要旗帜鲜明，哪怕不值一提。,2023-12-09 16:52,51
哈哈哈哈国际政治与经济贸易 ,2023-12-09 16:52,0
什么是服务业？总结称一个字就是‘舔’，就是‘爷我给你笑一个’6全文==>,2023-12-09 16:52,0
好好好伤到了,2023-12-09 16:51,0
其实所谓创意所谓设计也是服务业,2023-12-09 16:51,0
二臂，，，， ,2023-12-09 16:51,3
服务业范围也挺广的吧，销售 运输 商业 交通 房地产 教育 通信 旅游 娱乐 金融这些都涉及服务业啊，谁生活不是舔啊,2023-12-09 16:51,5
哈哈哈 我也选的文科 自己也觉得很迷茫,2023-12-09 16:51,1
话糙理不糙。 ,2023-12-09 16:51,3
理科不也是服务业，除了有部分是制造业，但归根结底也是为人服务。还分文理的？有必要么 ,2023-12-09 16:51,0
张老师“逐渐离谱”，说的实话可能话语有点过分，但是能理解,2023-12-09 16:51,0
反正我师范专业是认了,2023-12-09 16:51,7
一个在就业形势不好的大环境下进行群体pua、贩卖焦虑的小丑罢了 ,2023-12-09 16:50,16
底层不都是服务业吗？跪舔老板和领导,2023-12-09 16:50,0
服务业，伤自尊了？我觉得说得没毛病啊,2023-12-09 16:50,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死我啦！请问什么工作不是服务业呢？打工人破防哈哈哈哈哈哈哈都是服务业！！！！！妈的！！！ ,2023-12-09 16:50,3
我医疗行业也是典型的服务业，这有啥的。 ,2023-12-09 16:50,2
话糙理不糙，理科的都是IT工程设计得，平时就跟机器打交道,2023-12-09 16:50,1
非文科生，不过理科生其实也那样了。。。。工作难找啊 ,2023-12-09 16:49,0
早说啊，我现在就去学习学习 ,2023-12-09 16:49,0
现在想起来哪个行业都可以算是服务业 ,2023-12-09 16:49,0
【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 16:49,0
