张雪峰文科就是服务业,Querytime:2023-12-23 20:54,点赞数,点评数,用户昵称,IP位置
够了，还有人搞不明白我也实在没空反复解释了。不愿意尊重的，接着嘲讽接着舞。我这段话我自己心里知道没有任何问题，也对得起学生和年轻人。你们觉得要让你们饿死了要毁了年轻一代了，那赶快移步吧，或者举报删我帖？别再在这污了你的赚钱大业，这里是文科穷基因，看一眼都要变穷，别把你们饭碗给碎了。但这里更不会舔你半句，你更不可能是爷，你们张老师说的在这不适用，抱歉。,2023-12-17 10:20,51,1,名字想半天,上海
还是清朝好，人人学文,2023-12-16 14:30,4,1,智华老鼠人,中国香港
哈哈，这个民族就是这样啊，晚了就完了呗,2023-12-16 17:54,0,0,siddhartha,德国
其实，除了管理层，谁不是在做服务业呢？,2023-12-11 23:33,24,1,你好谢谢小笼包再见,北京
这人心态跟我公公一样，自以为有技术了就不用舔领导，最终还是明白了什么叫江湖🤷🏻‍♀️,2023-12-12 13:09,5,1,gingerjelly,泰国
有一说一 讲讲理科就算了[偷笑R][偷笑R] 涉及文科 一堆人有千万种方法让他死 他讲不过学文的 他所说的“服务”和学文拥有的“傲骨”是相克的[捂脸R][捂脸R],2023-12-18 19:44,0,0,Jackie Yin,上海
服务业，就是自己不能创造价值，得依附于其他产业存在的行业，从这点看，张雪峰说的是对的,2023-12-14 00:56,2,1,是momo呀,广西
请不要侮辱服务业，起码服务业是我们需要的。,2023-12-14 11:07,1,1,小红薯64B2D6B0,江苏
中国士大夫的铮铮铁骨永远不变，是中华民族的脊梁！,2023-12-17 04:31,0,1,无所住,湖北
我不喜欢舔这个词，就如同我不喜欢有人自称屌丝一样，底层人不需要通过自轻自贱贬低自我的方式来认清现实。人是需要平视这个世界的。,2023-12-12 12:47,5,0,好好搞事业💪,北京
不是 有技术你就不用舔了？这tm是中国 这是中国！都tm太天真了,2023-12-13 12:35,6,1,孩子王,北京
20年以后的知乎，哈哈哈哈哈哈哈,2023-12-14 08:55,1,0,噜噜噜,吉林
喜欢历史地理，才学的文，不是说不能读理，有的人喜欢物理化学，所以读的理，不是不能读文，别动不动就自以为是的贬低别人,2023-12-12 09:39,4,0,波尔多夫,浙江
除了工业农业都是服务业，也没什么问题。问题是理科生就不舔了吗？第一天来中国？,2023-12-12 12:35,2,0,小红薯62AF0B3C,重庆
法本出身，十年律师，表示张雪峰说的完全没毛病。,2023-12-11 23:56,9,0,翾子歌,江苏
服务业没问题。舔的话不分专业，只分社会地位。[doge],2023-12-12 11:05,1,0,小红薯64D0AC4E,韩国
萝卜白菜，各有所爱。立场不同，角度不同，认知不同。走不出认知的困境，到哪里都是囚徒。认知错位，吃苦受累。一个人的命运，1%靠别人敲醒，99%靠自己觉醒。努力谁都会，选择靠智慧。,2023-12-12 20:02,0,0,思维创富,辽宁
也就是一直跪着，跟偶尔跪的区别,2023-12-12 13:42,0,0,liu,北京
第三产业怎么你了,2023-12-12 10:16,1,0,Yuki,上海
服务业怎么了，律师是服务业，设计师也是服务业，只是一个名称罢了，那理科还有不少工人呢，你干到高级工程师也是工人编制。一个名称罢了，干啥行业不是干？啥行业都值得尊重。,2023-12-11 23:52,8,0,怀民你睡了没（失眠版）,陕西
不是吗,2023-12-11 23:34,0,0,真想给你一拳,北京
举的例子：知乎大V，起点作者，b站up主。我是理科生，不知道这里面哪一个和文科有关系。感觉这就是知乎啊，一股男人酒桌味，装懂哥，反而把自己高中肄业的身份露出来了（高二分科），现在知乎输出的内容比xhs都差，这种人就是原因吧,2023-12-12 08:41,6,0,DNZ33,上海
管理层大部分也做服务。除了少部分技术人员，99%的文科生和40%以上的理科生都需要舔的,2023-12-12 09:14,2,1,读书博主浮士德,广东
文科不是舔，文科是纯牛马。文科也不是服务业，文科是畜牧业。,2023-12-14 14:32,2,0,小红薯62533654,陕西
是的，不管文理，说到底本质都是服务业啊，都是为人民服务，只要合法合理，凭自己的正当劳动赚钱，谁又比谁高贵呢？,2023-12-12 12:25,72,1,梨苑秋棠,广东
文科做得夠深或夠廣，還可以服務全人類！互相幫助是人類天性很美好的特質，關係好的貓貓還會互相舔毛呢，從來沒聽說過哪隻貓是覺得自己低人一等才去舔別人的毛。,2023-12-12 12:15,49,1,要天天吃好睡飽,中国台湾
补充一些：张雪峰劝人学理没错，我能重新选我也绝对不选文了[生气R]可他这种话术真的会误导很多普通孩子，让他们以为学理就万事大吉，毕业后不用像文科生那样服务别人、不用“舔”了，我觉得这很不好。,2023-12-12 12:08,34,1,李竹子bambooboo,湖南
如果说服务业的正常态度是“舔”，那大部分理工科也一样的，只要稍微有点往上走的愿望，都免不了。有几人技术强到独家所有，无可取代。,2023-12-12 12:34,24,1,黛黛,重庆
"发表极端言论制造矛盾-言论制造者迅速道歉防止反噬-矛盾双方下场营造舆论高潮-制造者坐享渔利os""谁骂我谁就是小心眼 我都道歉了你们怎么这么玩不起""-官方压热度制造者再吃点阴谋论的余粮“我动了别人的蛋糕被捂嘴了”收获一片同情-制造者数钱数到手软，网友收获一肚子气",2023-12-13 17:11,12,1,Ibuprofen,江西
服务业没错，但用“舔”这样的字眼去污名化服务业不可🙅，几乎所有行业都是服务业吧，不都是为了服务人们更好的生活嘛。[赞R],2023-12-13 16:18,5,0,乌金,宁夏
很赞同，把服务理解为舔其粗糙程度不亚于吃的饭会变成屎，不如直接吃屎。本质上还是等价交换，却被形容为尊严和人格的贩卖。而这个社会，一切都是在等价交换。,2023-12-12 12:33,12,0,两只妖怪,重庆
没觉得 舔 有什么不好，在这个世界上有几个人不舔[汗颜R],2023-12-12 17:29,5,1,用户已注销,辽宁
[doge]虽然我是理科生，但是我真的喜欢文科，以前的那些理科老师，业余的时候也会喜欢人文的内容，理科是可以加速推动社会发展，但是发展到瓶颈期的时候，人文学科可以给予更多的精神滋养[暗中观察R],2023-12-12 17:49,3,0,拓月,江苏
我老烦这个峰了,2023-12-14 16:40,2,0,Lindapiupiu,辽宁
上次病人态度强硬的要我送他去做检查，我说我是医生，今天值班收病人，真的很忙，让他叫家属陪同或者喊别的患者家属帮个忙出点钱啥的，他就骂我是个服务业的，患者是上帝啥，要求都得满足，真的，就很难评，不想和他吵，还一直在办公室和别的患者说,2023-12-23 16:02,0,0,小红薯62F111A0,湖南
博主讲的蛮好的[doge],2023-12-16 17:16,0,0,樱花吹雪,山西
文科生表示，话粗理不粗,2023-12-14 11:18,1,0,yui,上海
请不要侮辱服务业，起码服务业是我们需要的。,2023-12-14 11:07,0,0,小红薯64B2D6B0,江苏
点了，虽然都说理科就业好，但理科出来本质上基本上是打工人[石化R],2023-12-14 09:46,1,0,昕华xinua,甘肃
把矛盾转化成韭菜互殴，美美掩盖内卷本质还可以赚一波自傲韭菜流量，最后再指责你敏感形成辩论闭环,2023-12-13 14:38,2,0,momo,江西
说起文科舔[偷笑R]我就想起了“口含明珠，进退自如”[偷笑R]把舔换成“提供情绪价值”，也就没那么多人反对了[笑哭R]但这二者本质是一样的,2023-12-12 20:26,1,0,罗马尼亚的风,湖南
萝卜白菜，各有所爱。立场不同，角度不同，认知不同。走不出认知的困境，到哪里都是囚徒。认知错位，吃苦受累。一个人的命运，1%靠别人敲醒，99%靠自己觉醒。努力谁都会，选择靠智慧。,2023-12-12 20:05,0,0,思维创富,辽宁
舔其实说的挺对的啊，申请基金的时候真的是这样的[哭惹R],2023-12-12 13:12,1,0,封你摩洛哥炒饼,重庆
确实是这样。倒不是说文科上限比理科高，而是许多人“服务”意识不到位，拉低了自己的上限。也是我为啥会觉得年轻人职业生涯初期做做销售之类直接接触真实消费者的工作大大有益，因为只有这样才能迅速磨炼出来识人和待人之道。做得了“服务业”，进了哪一行这个服务思维都会很吃得开的😄,2023-12-12 17:09,46,1,金润jenrin,山东
张雪峰应该向理工科学生道歉，因为他会让理工科学生误以为自己不需要舔[doge],2023-12-12 18:14,45,1,momo,江苏
说来说去，总结为一个字不还是“舔”么？和我们理工科总结起来两个字“牛马”不是一样的么？[失望R],2023-12-12 17:05,16,1,倾寒,湖北
我做销售的，工资比较高，然后我身边的亲戚同龄的工资都比我低，还会找我借钱，偶然几次听到他们话语间很看不起销售这个岗位，当时真的很不舒服[微笑R],2023-12-12 17:18,1,1,心想事成,四川
之所以觉得刺耳是把舔当成了贬义词。换个角度不带情绪的去看，也可以理解为一个中性词，事实就是这么个事实，话糙理不不糙[doge],2023-12-12 20:51,6,1,NullPointerException,浙江
张雪峰这些人最大的危害就是指出所谓的热门专业，大家蜂拥去报考，之后呢？这个所谓的热门专业就会变得内卷。所谓的冷门专业，因为报考的人少了，供不应求了，相反却成了香饽饽。当初那些拼命报考热门专业的，非但没有达到自己的目标，反而变得更为不堪。就像今年北京，失业最多的恰恰是互联网。但是，几年前很多辅导专家整天鼓励学生要学习互联网技术。所以，一定程度上来说，张雪峰这类的人非但不是导师，反而是误导者～～,2023-12-12 23:44,3,1,笙歌时代,北京
杰哥的认知才是真的具有长远眼光的[赞R][赞R][赞R],2023-12-12 17:07,2,1,背靠背的椅子,江苏
张说的是下限问题，你说的是上限问题,2023-12-12 18:32,9,1,两只小肥猫,北京
万事“舔”头难，只有把上面或合伙“舔舒服了，”才会事成，下面的才会舔你。,2023-12-12 17:10,2,1,冰激凌,四川
萝卜白菜，各有所爱。立场不同，角度不同，认知不同。走不出认知的困境，到哪里都是囚徒。认知错位，吃苦受累。一个人的命运，1%靠别人敲醒，99%靠自己觉醒。努力谁都会，选择靠智慧。,2023-12-12 20:01,0,1,思维创富,辽宁
用户或者领导选择了我，于是感恩，做好服务是我们应该尽的责任和义务。于是，人家为什么选择我们，这个才是核心。懦弱者歪曲没有自我，强大者自尊自爱。公众语言者哗众取宠，露丑尔。,2023-12-14 11:06,0,0,林深见鹿,重庆
[害羞R],2023-12-13 19:43,0,0,快乐每一天,湖南
杰哥说得很有道理,2023-12-13 18:15,0,0,aaa💫,江苏
[点赞R][点赞R],2023-12-13 13:25,0,0,小丁（分享提升思维版）,安徽
文科专业是对社会极其重要的，辩证思维，匹盼思维，启蒙思想，尤其是新闻专业，教民众从各个角度看问题,2023-12-13 05:45,2,0,轻轻叹息,江苏
写得很深刻。,2023-12-13 05:27,0,0,小红薯64CC9922,四川
