#新闻学教授怒怼张雪峰#,Query time: 2023-12-24 15:12:51,likes
cnm啊我报考的时候怎么没有这个热搜 ,2023-06-16 20:17,2
怼什么呀，人说的是实情。新闻界都认可，你怼没用啊。事实胜于雄辩。 ,2023-06-16 20:17,3
我非常认同张教授的看法。不认同的话，我反问一下，现在一个专业不能考公考编不能跨专业就业，只能一条道走到黑，你愿意学吗？ ,2023-06-16 20:16,1
【：别被忽悠了】此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引发热议，随后他继续回应称：985教传播的教授粉丝量还不如我，是不是有点问题？对此，6月15日，重庆大学新闻传播学教授张小强发文称，千万别被网红忽悠。张小强表示，新闻专业能文能武，主流媒 【：别被忽悠了】此前，张雪峰在直播中称“孩子非要报新闻学，我一定会把他打晕”引发热议，随后他继续回应称：985教传播的教授粉丝量还不如我，是不是有点问题？对此，6月15日，重庆大学新闻传播学教授张小强发文称，千万别被网红忽悠。张小强表示，新闻专业能文能武，主流媒体依然是一个能吸纳就业的行业。进可以自主创业、到互联网大厂，退可以考公务员，到国有企业。“任何专业都有好学校和差学校，我还是那句话，211以上的高校新闻传播学闭着眼睛选。双非院校的新闻传播专业谨慎选择，因为新闻传播学相对工科还是偏软的，因此，学校和专业排名很重要。”,2023-06-16 20:16,9
不是，这种对当前就业形势和社会现状一无所知的人都能成为社科教授。。。 果然社科和文科被歧视不是没有原因的 ,2023-06-16 20:15,0
我是新传专业毕业，一名有证的记者，有问题🉑️问。 ,2023-06-16 20:15,0
本科新传在读，张雪峰是对的 ,2023-06-16 20:14,1
终于有人忍不住了。。一个销售冒充老师，都是为了挣钱。。 ,2023-06-16 20:12,0
这次我真的站张雪峰 这个专业真的不好找工作啊别选别选别选 ,2023-06-16 20:11,0
学新闻的表示，其实以后我也不打算从事新闻行业 ,2023-06-16 20:11,0
🌧️🌧️🌧️（小狗日记，6.16，今天不开心）打了很多字，又删了，说不明白心里什么感觉，就是闷闷的。这件事本事是没有让我有触动的，没有人能说屈服现实是一件丢脸的事情，但是评论区很触目惊心。平心而论，这三年我自己确实没有很优秀的成绩，也没有底气说新闻学入股不亏，但我真的让我和 🌧️🌧️🌧️（小狗日记，6.16，今天不开心）打了很多字，又删了，说不明白心里什么感觉，就是闷闷的。这件事本事是没有让我有触动的，没有人能说屈服现实是一件丢脸的事情，但是评论区很触目惊心。平心而论，这三年我自己确实没有很优秀的成绩，也没有底气说新闻学入股不亏，但我真的让我和学科没有关系。不管是高中懵懵懂懂的坚信自己就是向往新闻，选择文科，还是真正的走进这个专业里，但是没有认真的去收获些什么，新闻在我心里依旧是发光的，它应该是最公正、最清醒的语言。但是在评论区里的新闻学，是一文不值的，新闻是“无学的”，是没有标准和底线的……只能说新闻是一个个文字组成的，到底应该论善还是论恶，归根到底论的应该是新闻人。自媒体时代，人人都有了发生的平台，假消息满天飞，以至于新闻人的坚守在高速穿梭的信息中淹没了。物欲充斥下，坚守好像变得更难了。,2023-06-16 20:11,2
希望学这个专业的人好好做新闻吧，毕竟现在好多官方媒体也快忘了自己做新闻的初衷了吧 ,2023-06-16 20:10,0
不是我不明白 是世界变化快  该走出象牙塔  为学生就业谋出路了 ,2023-06-16 20:09,0
有点子扎心了，老铁们 ,2023-06-16 20:08,1
下午4点45，我想去看《疯狂元素城》，然后收到这样一条微信。潜台词非常好懂，今天需要写一篇关于张雪峰的推送。我应该要用力想一想，把新闻传播学的优势全部列出来，反驳一下张雪峰；又或者换个角度，讲讲为什么张雪峰是个传播奇才，能在社交网络里乘风破浪... ...又或者就是单纯一通情绪输出，但 下午4点45，我想去看《疯狂元素城》，然后收到这样一条微信。潜台词非常好懂，今天需要写一篇关于张雪峰的推送。我应该要用力想一想，把新闻传播学的优势全部列出来，反驳一下张雪峰；又或者换个角度，讲讲为什么张雪峰是个传播奇才，能在社交网络里乘风破浪... ...又或者就是单纯一通情绪输出，但是我没有下笔，好无聊啊。打开社交网络，热搜里全是一个个张牙舞爪但又空洞无比的思考题：网红想把「新闻」往刻板印象里拉，教授不断稀释「新闻」的定义：“新闻专业并不只是当记者”“新闻专业的毕业生还可以考公、进大厂”教授的回应试图用一种功利主义的实用主义打败网红。你能理解教授的急火攻心，但也看穿套路，在一种近乎情绪勒索的讨论环境里，教授说得越多，只会让无意义的炒作获得更久的生命力。网红得到更多的流量，然后向「比传播学教授多得多的粉丝」，兜售那套民粹但有煽动力的观点。教授跳进陷阱，网红窃笑：别着急，等我把下一个坑挖好。后现代文学流派中有一种文学技巧，或许是达达主义。从手机里抄一段话，然后打开浏览器随机定位一个网页的第456行，再随便找些文字剪一剪放在一个虚拟的容器里晃一晃。啊，恭喜你！你创造了一个超级具有流量的文本。「对新闻专业的质疑」，其实某种意义上就是一个制造超级流量的母题。前两年也有过一条新闻，是讲记者劝高考状元不要报考新闻专业。记者情真意切，掏心掏肺，然后新闻顺理成章的登上热搜。当时也是一样，圈内圈外炒成一团，象牙塔里的人讲「你是记者，但你不懂什么是新闻」，从象牙塔走出去的记者想「我是记者，好像才刚刚理解了新闻」，跟这次的情况很像。大家吵吵闹闹，每个人都发表一些观点。最后状元听劝，放弃了新闻理想，读了商科。上周偶然听到了这位状元的个人播客，他毕业后兜兜转转，又回到新闻行业，成为了一名深度报道记者。我只觉得悻悻然，再多的理性思考精心计算，回到个体的生活，还是要问自己喜不喜欢。,2023-06-16 20:08,52
你可以不学新闻，但总要有人学。 你可以基于你所谓的现实讨厌一切社科，但是总有人喜欢，总有人来做。 只活钱和前程的人生，挺没意思的。 愿意的人随便，我就想过我想过的有理想信念的人生。 ,2023-06-16 20:06,1
公说公有理婆说婆有理，反正我不考研，随便你们gyg，我就吃瓜，理性讨论：感觉张老师过满则溢了！还是收敛点锋芒，即使你很光芒，自谦点好！ ,2023-06-16 20:06,1
哈你来回答比较专业吧,2023-06-16 20:05,1
：没有不好的专业，只有不专业的人,2023-06-16 20:04,0
恩…… ,2023-06-16 20:04,0
我也不建议报新闻传播类专业，原因是这是个不实惠的专业，需要热情和情怀去支撑，如果去媒体，辛苦而且收入不高。但网红张雪峰的说法完全是胡说八道，他连媒体行业的皮毛都没了解全，他只有从自己网红和自媒体的角度认知传媒行业，却并不了解真正新闻人可以放弃许多去追逐很多 我也不建议报新闻传播类专业，原因是这是个不实惠的专业，需要热情和情怀去支撑，如果去媒体，辛苦而且收入不高。但网红张雪峰的说法完全是胡说八道，他连媒体行业的皮毛都没了解全，他只有从自己网红和自媒体的角度认知传媒行业，却并不了解真正新闻人可以放弃许多去追逐很多人并不理解但却是捍卫公共利益的的理想。,2023-06-16 20:03,0
新闻专业的难点就是，最好的最顶尖的记者编辑大都不是学新闻专业科班出身的。技巧啥的可以练，但是某些东西学不到练不出来。可以参考川大新闻专业女研究生事件。关于就业，传统媒体已非良配，基本算是人才储备基地，干好了就毕业了，干不好有托底的地方，不过现在是个电视台招 新闻专业的难点就是，最好的最顶尖的记者编辑大都不是学新闻专业科班出身的。技巧啥的可以练，但是某些东西学不到练不出来。可以参考川大新闻专业女研究生事件。关于就业，传统媒体已非良配，基本算是人才储备基地，干好了就毕业了，干不好有托底的地方，不过现在是个电视台招聘都起步985/211还得应届，那些其他的就别琢磨了。,2023-06-16 20:03,1
srds，真想做传媒工作确实没必要读新传，读新传除了真正热爱读个开心没啥用，很认同张读“有专业壁垒”的专业。大环境下从就业角度来说文科哪个专业都不好过。 ,2023-06-16 20:02,0
只能说，不是每个人学新闻都有出路。 ,2023-06-16 20:02,0
你猜我为什么不说话 ,2023-06-16 20:01,0
所以新传到底能不能报谁来告诉我 ,2023-06-16 20:01,1
教授站在云端，自然可以高谈阔论，张雪峰从雨雪中涅槃，虽不至于为你打伞，但是会给你卖伞指路。 ,2023-06-16 20:00,1
学什么也不要学新闻，行业畸形，门槛低，加班严重，工资低，考研还他妈挤破头，学这专业后悔他妈后悔到家了。 ,2023-06-16 19:58,1
愿中国青年都能摆脱冷气，只是向上走，不必听自暴自弃者流的话，能做事的做事，能发声的发声，有一份热，发一份光，就令萤虫一般也可以在黑暗中发一点光，不必等候炬火，此后如竟没有炬火，我便是唯一的光。  ——鲁迅 ,2023-06-16 19:58,1
我是学过新闻的，建议，真的不要报新闻学。尤其是在这个国家。建议看下电视剧，我们与恶的距离。 ,2023-06-16 19:58,0
张教授求求您要真没什么真知灼见就别出来长篇大论了🙏🙏您还是专心发抖音吧🙏🙏 ,2023-06-16 19:57,1
