如何看待2024年放假安排？除夕不放假？,gender,comments,likes,updated_time
《震惊！当专家研究出2024年调休后放假后，老百姓居然...》就这种还搞出来个五大亮点，其实我是挺诧异的，搞得跟答辩一样。就像毕设本来就是一坨搭便，你非要让我上去答辩，还要非让我讲出里面有什么新意。其实我们都懂的嘛，无非就是促进消费、促进消费、促进消费。至于除夕不放假，也能理解，毕竟不是每个人都有家人需要一起除夕吃团圆饭的。你失去的是一个除夕，而换来的是两天调休啊。至于鼓励企业放假这个事情，我记得上一个事情是鼓励企业要落实双休来着。看看明年有多少调休，大家真的想要调休吗？如果在工作日放一天假我会很高兴在家躺一天好好休息，但是如果给你调休让你放3天这种情况就不一样了，你就能出门去消费。格局要打开，不要说没钱，有钱自然就会消费的蠢话，没钱你可以去贷款嘛 放假不是让你休息的，是让你把攒的钱拿出来消费的。平时上班忙都没时间去消费，这不给你专门挪时间了，还有什么不满足的，要学会感恩。春节节目我都想好了：除夕晚上快下班的时候，老板来句：大家都别走了，留下来一起包饺子吧！建议以后直接取消所有法定节假日，所有的假全部改成调休。一个月调一次或者两个月调一次，把所有周末利用起来调休，这样大家就能得到甚至半个月的长假。要相信，日子会越来越甜的。,1,0,0,2023-10-27 10:21:37
同志们，不团结的话不要说！没时间做年夜饭，可以买预制菜；没钱去饭店，问就是还不够努力。“只要思想不滑坡，办法总比困难多。”普通双休，只能缓解上班的辛苦，但是调休，能把懒惰虫从家里钩出来，增添节日人气，弘扬传统文化，还能促进国内消费，这就是小小的我们，所能贡献的最大力量。没要求你造飞机打炮，也没让你上战场杀敌，老人不图儿女做多大贡献，只是小小的牺牲，知足吧！,0,0,0,2023-10-27 10:18:37
大家有谁的春节是在真的休息么？即使放假了，也是在赶回家，在各种亲戚家间流窜。春节本质就不是为了让你休息，只是为了让你回家探亲。中国的很多传统节日 实际上是不符合现代社会发展的个人认为 很多传统节日 都是“功能性节日”这里说的功能性节日，春节、清明节的就能很好说明，清明节的存在，并不是为了让大家休息，而是让大家去祭祀先辈，春节的存在，就像我说的，也只是为了让你探亲。所以本质上传统节日 不是我们现代认为的假期自然也谈不上什么休息这样的例子在中国的传统节日内是很普遍的,-1,0,0,2023-10-27 10:18:31
一家人不能在除夕一起看春晚吃饺砸了,1,0,0,2023-10-27 10:18:12
2014年除夕也是工作日，其实缘由都是方便调休，就这么点事，这有什么好讨论的？,-1,0,0,2023-10-27 10:18:07
谁懂，除夕大扫除，要我一个人干，(咬牙切齿)，谁让我是学生 ，毁灭吧这个世界,0,0,1,2023-10-27 10:12:54
以前我还能和hgr争辩一下，现在我都低头走，生怕被认出来,-1,0,0,2023-10-27 10:10:51
大家都忘了，好几年前，除夕是不放假的，放的是初一到初七，初八上班。 其实很多公司除夕也休息。后来，改成了除夕到初六，初七上班。变相少了一天。现在只是改回去了，不要大惊小怪哈。,1,0,0,2023-10-27 10:09:51
大惊小怪，以前除夕也不放假啊，还不是有人嚷嚷这除夕要放假，放假了又有人嚷嚷着，本来自己除夕就是放假的，你现在弄个法定节假日，我岂不是少了一天假。现在又改回去了，还是不满意。找个好点的老板吧，比天天在这纠结除夕放不放假强。,1,0,0,2023-10-27 10:08:26
网友都没有记忆的吗？最开始调休的时候，过年调休就是初一到初七，后来有人提出三十不休息让大家没有办法准备年夜饭。然后国家把调休改成三十到初六，于是又有人提出本来单位三十是只上半天班的，这样弄就等于少了半天假期。然后又有了今年的新方案，初一到初八，然后鼓励单位三十也放假…说到底就是14亿人口，众口难调罢了，真没必要上纲上线，有这精神头，还不如研究研究怎么让单位接受国家“鼓励”来的实在…,-1,0,0,2023-10-27 10:07:24
很多网友纠结于放假，其实除夕不休是个很严重的问题，因为现在除夕不仅不算假日，更被踢出了法定节日。这也别骂假日办，虽然捣鼓出来调休，但把除夕踢出去真不是他们干的。2014年假日办撤销编制，职能转交给旅游局，也正是2014年起，除夕正式被踢出法定节日（之后的除夕全是调休了）。只要还是旅游局制定法定节日，除夕就不可能放回去，因为旅游局的人很清楚，除夕不可能旅游的。所以他们宁可往后延，也绝不会考虑除夕回归。说不定明年春节长假就是10天了，后年春节长假15天，但永远不包括除夕。旅游局的人忘了中国人的春节，核心词是辞旧迎新，也就是腊月三十辞旧岁，正月初一迎新春。拦腰砍一刀，这还叫哪门子春节。历史上，夏朝不可考证，推算是正月春节；商朝春节提前到腊月；秦朝继续往前提，定在十月春节；汉朝武帝时，正式规定春节是正月初一，虽然负责人是公孙卿和司马迁，但他们只是倡议，真正修订并确定正月初一为岁首的，是天文学家落下闳，他可以被称为春节老人。与本文相关的放假，唐朝官员放7天，春节加上前后各三天，除夕肯定是法定节日；宋朝是官员的天堂，春节7天假和唐朝一样，新增了元宵节7天假，如果是地方官（朝官需要正月初一朝拜天子），腊月二十就能封印（章），整整一个月后的正月二十再开印（章），足足一个月；明朝压缩了很多，只有4天，除夕+正月前3天。没错，历朝历代都是把除夕作为法定节日。再来看看欧美传统悠久的节日：圣诞节。和我们除夕类似，圣诞前夜（eve）也是圣诞节的重要组成部分，欧美各国节日长短不同，但无一例外至少12月24日下午半天和12月25日全天是列为法定节日的。最后，我们2024年光明正大的给春节申遗了，因为这的确是中国的传统节日。但即便明年春节申遗成功，除夕也注定要被韩国抢去申遗了，因为韩国一直保持着除夕作为法定节日的传统，从这个角度上来说，中国确实没有资格为除夕申遗，连法定节日都不算，凭什么申遗？,1,1,0,2023-10-27 10:06:03
都再说年味淡了，然后除夕不给放假，还说什么没人过传统节日了，你倒是给传统节日机会了吗？无话可说了,0,0,0,2023-10-27 10:04:54
要不人大表决增加法定节假日天数，要不保障落实年休假制度，总要做一点什么吧。,-1,0,0,2023-10-27 10:02:42
做牛做马的燃料们你再怎么看待又如何？,-1,0,0,2023-10-27 10:00:30
最烦放假调休了，放不起就别放，调啥休？好多人都不能正常放假休息。只要上个班的就要值班，不只是把假期这几天的班值了，还把调休自己的双休日也值了，变相剥夺上班族的休息日。春节要是放三天假就三天，别调休，就除夕、初一、初二放这三天假。除夕回家贴贴对联，看看春晚，初一春节走走节、拜拜年，初二串串亲戚，媳妇回娘家。这三天就行。要是不放三天，想刺激消费，多放几天假也行，放个十天八天的都中，就是别调休。把除夕举家团圆这一天的假给取消了啥意思？应该把节日办给取消了，把假期列入法定，谁也别动，谁动得人大会通过才行。,1,0,0,2023-10-27 09:59:53
讲真的，我想见识下哪个企业的敢不要脸的除夕真的不放假。就算再不要脸的公司，也不敢除夕不给你批假吧。毕竟这玩意太扣形象分了。想想一个公司传出了除夕不放假，大概多会毁掉自己形象。,-1,0,0,2023-10-27 09:58:38
传统节日越来越没味道了，除夕不除夕的没关系了，反正我们这里爆竹声都听不到~和平时差不多，没啥影响了，该干嘛干嘛。,1,0,0,2023-10-27 09:57:12
可能安排这个假期的人没有家吧。没有年三十收拾屋子，除旧迎新的习俗，除夕晚上和家人坐在一起过年的经历。,-1,0,0,2023-10-27 09:57:00
除夕是从韩国偷过来的，官方盖章认定了,1,0,0,2023-10-27 09:55:29
我要说出一句实话我十分恶心调休这种玩意儿,-1,0,46,2023-10-27 09:55:09
说真的，我觉得还是挺有诚意的，比去年过年高速多免费两天 ,1,0,0,2023-10-27 09:54:30
