#五月天假唱鉴定#,Query time: 2023-12-17 22:49:01
"【】歌手在演唱会中采用""半开麦""的方式，既有事先录制的原唱，又有现场真实演唱的部分，用以掩饰部分气息、音准等问题。行业中，类似的""半开麦""做法，是否会被认定为假唱？作曲家、音乐制作人安栋在接受采访时表示：是否真唱，应观察歌手本人是否全程 【】歌手在演唱会中采用""半开麦""的方式，既有事先录制的原唱，又有现场真实演唱的部分，用以掩饰部分气息、音准等问题。行业中，类似的""半开麦""做法，是否会被认定为假唱？作曲家、音乐制作人安栋在接受采访时表示：是否真唱，应观察歌手本人是否全程演唱主旋律，也就是歌曲的主体旋律。",12月04日 22:51
歌手有没有假唱自己肯定是最清楚的，其实关键点就在于自己有没有那个勇气出来回应，自己都没有态度还说什么爱音乐不理解 ,12月04日 22:48
这现场瑕疵走音听的多清楚啊咋就非说是假唱就没录上一首没跑调的,12月04日 22:45
,12月04日 22:42
五月天演唱会假唱？不敢相信！,12月04日 22:41
五月天否认假唱，有的人孩子不是自己的 就说是假的，生孩子已经不容易了，不是你的又何妨,12月04日 22:37
五月天被质疑演唱会假唱 经纪方多次挂断媒体电话顶端新闻消息，近日，五月天被质疑在演唱会上假唱，有博主制作视频，对五月天上海演唱会12首歌的真假唱进行鉴定。12月3日，登上微博热搜第一。12月3日19点，顶端记者致电五月天经纪公司相信音乐相关工作人员，对方称并非宣传部门人员 五月天被质疑演唱会假唱 经纪方多次挂断媒体电话顶端新闻消息，近日，五月天被质疑在演唱会上假唱，有博主制作视频，对五月天上海演唱会12首歌的真假唱进行鉴定。12月3日，登上微博热搜第一。12月3日19点，顶端记者致电五月天经纪公司相信音乐相关工作人员，对方称并非宣传部门人员，无法对此事做出回应，建议记者拨打相信音乐官方电话，转接宣传部门。 随后，顶端新闻记者两次致电相信音乐官方电话，均在电话接通刚说明来意后被挂断。12月3日20点，记者致电另外一名相信音乐工作人员电话，同样在电话接通打了句招呼后被挂断。 律师告诉记者，根据《营业性演出管理条例》第二十八条的规定，营业性演出不得以假唱、假演奏等手段欺骗观众。违反规定的，由县级人民政府文化主管部门没收违法所得，并处违法所得3倍以上5倍以下的罚款。这也就意味着，如果五月天演唱会如果被坐实真是假唱，根据我国相关法律法规，五月天及其经纪公司就需要承担相应的法律责任。,12月04日 22:36
很认同余华《活着》里的一句话：“永远不要相信苦难是值得的，值得赞扬和歌颂的，苦难就是苦难，苦难不会带来成功。苦难不值得追求，磨练意志是因为苦难无法躲开。”  ,12月04日 22:36
🎵 其实只要歌迷在那个气氛下嗨皮，个人觉得不是很有所谓，毕竟要唱那么多天我倒是对五月天无感，就记得11年当时一个迷妹是他们的超级粉丝，非拉着我去看了一个有关的传记电影，当年我主要听的都是周杰伦、阿姆、曼森还有很多后摇（例如魔威Mogwai这些）,12月04日 22:35
神的孩子在跳舞，但他们在舞池外边数钱，还往舞池里掸烟灰,12月04日 22:35
五月天否认假唱，真的假不了 假的真不了 ，假牙假发假……,12月04日 22:34
众多失望下，我依旧相信青春永远不死,12月04日 22:33
好好好，五月天你这么整是吧你就这么毁自己名声是吧？你是懂怎么伤粉丝心的,12月04日 22:32
OAOA 鸟巢场鉴定过了 甚至放大时候听见咳嗽了,12月04日 22:30
他们吸引的粉丝就是那种不在乎立场的人,12月04日 22:30
讲真的。。很明显了吧。。。根本不在调上好嘛,12月04日 22:30
我是秦始皇 你们要相信,12月04日 22:29
如果真的是假唱，那五月天这事干的就挺不摇滚的.... ,12月04日 22:29
《孙悟空》鸟巢场 鉴定过了,12月04日 22:26
理性一点。如果实锤该罚罚该禁禁。至于我个人，该听听该看看，也不是黑子串子能管得着的事。最可怕的是，大火时候跟风买票发朋友圈微博大喊情怀，被锤也是跟风踩，感觉应该是同一批人。作为二十年老粉，我更愿意当新闻看，因为我只听歌，至于现场或者cd，那是我自己的选择。理性一点。如果实锤该罚罚该禁禁。至于我个人，该听听该看看，也不是黑子串子能管得着的事。最可怕的是，大火时候跟风买票发朋友圈微博大喊情怀，被锤也是跟风踩，感觉应该是同一批人。作为二十年老粉，我更愿意当新闻看，因为我只听歌，至于现场或者cd，那是我自己的选择。,12月04日 22:26
不信谣，不传谣， 等个结果！ ,12月04日 22:23
我也想知道到底是真唱假唱，可是我拍的视频一点也看不出来只知道我是在真唱，全程都是我的声音,12月04日 22:22
当浑浊成为一种常态 清白就是一种罪,12月04日 22:21
今天港铁上都在报五月天假唱事件,12月04日 22:21
在抖音听了一天五月天了,12月04日 22:20
这要是真的得罚款,12月04日 22:20
，假唱一首也是假唱啊，无语的是live band假唱以前追的爱豆band主唱说过自己压力最大，因为其他队友可以假弹表演但是自己不能假唱，这不赶紧学学，现在乐队主唱也能假唱了 ,12月04日 22:17
我觉得大大方方唱 跑调也好 气息不足也好 大家反而会理解的 直接假唱 这是个人演唱会不是晚会 并且很多人都在发自己录的现场视频证明这首歌那首歌是真的唱了 这样的行为在我看来 可怜又可笑 假唱不是全部假唱了才叫假唱 只要有一首假唱都算假唱的 我也复盘了我录的现场视频 恋爱ing明显是对口型 又唱又 我觉得大大方方唱 跑调也好 气息不足也好 大家反而会理解的 直接假唱 这是个人演唱会不是晚会 并且很多人都在发自己录的现场视频证明这首歌那首歌是真的唱了 这样的行为在我看来 可怜又可笑 假唱不是全部假唱了才叫假唱 只要有一首假唱都算假唱的 我也复盘了我录的现场视频 恋爱ing明显是对口型 又唱又跳气息还那么稳 和我在手机里听的原版专辑一模一样 爱情万岁阿信全程站着一动不动气息都非常不稳甚至跑调 所以到底是不是假唱已经不言而喻 有些人居然堂而皇之的说假唱又怎样见到偶像就好了 那我为什么花钱去现场？“现场”两个字的含义是什么呢 就是放着十年前二十年前的cd欺骗热爱自己的人吗 我不是五月天十年二十年老粉 但我也很喜欢他们 今年终于有机会去看一场演唱会 抢到票那一刻就开始期待 买了新衣服只为了这次演唱会穿的衣服 画了专门去看演唱会的妆 中午就去了奥体等在外面 听完演唱会后面好几周还在回味还在怀念 也许有的人觉得无所谓觉得见到偶像就好 可我不是 我只是觉得被欺骗了 阿信你站在台上和大家约定要唱到80岁的时候 心里想的是要守护自己的热爱 还是到了80岁拿cd出来欺骗热爱自己的人呢 如果连乐队都要假唱 那又有什么灵魂可言,12月04日 22:17
当浑浊成为一种常态 清白就是一种罪,12月04日 22:15
没想到你们早都接受了建议,12月04日 22:15
结果出来后。再请国家公诉机关介入成都10.20五月天演唱会调查。把成都作为监管标杆好好研究一下。成都是如果认真工作的？,12月04日 22:14
【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦 【五月天经纪公司回应：没有假唱，稍后发声明】12月3日，知名乐队五月天被曝出多次在演唱会假唱。B站UP主“麦田农夫”发布视频称，经其通过专业软件鉴定，粉丝投稿五月天11月16日上海演唱会12首歌曲音频中，近半为假唱，11月28日伦敦演唱会整场27首歌曲中，部分歌曲为假唱或真假混唱。视频经搬运后，热度持续发酵，登上微博热搜前三。12月4日中午，界面新闻就假唱传闻致电五月天经纪公司相信音乐，该公司工作人员回复称“没有假唱”，界面新闻进一步询问是否有官方回应，对方称：“会有，稍后会在官方公众号上回应，你可以持续关注。”,12月04日 22:12
南京场网友视频，话筒拉远了声音也没有变化，你怎么看？,12月04日 22:10
最近是怎么了……陈奕迅…五月天…林俊杰…当然这里面最离谱的还是MayDay,12月04日 22:10
五月天都假唱了 什么是真的 你告诉我到底什么是真的 ,12月04日 22:07
预测一下，官方绝对咬死没有假唱，并且放缓演唱会节奏，开演数量，高的歌直接开原唱，而且阿信不再对口型，光明正大的放唱不上去的CD ,12月04日 22:07
这五月天假唱实锤了吧，真是败光了所有好感,12月04日 22:06
五月天才是行走的CD～,12月04日 22:06
伍佰老师不会假唱，我们都可以作证！,12月04日 22:05
这谁啊帮博主加个tag,12月04日 22:04
经纪公司刚刚正式回应！否认存在“假唱”,12月04日 21:59
粉丝花真票子听的真假混唱 他们也不希望自己卖的收到票子也是真假混的吧前两天还一直听他们的歌来着 分享在朋友圈觉得很正能量,12月04日 21:57
在没看到这个视频之前，我也是不敢相信的,12月04日 21:55
我滴妈呀，有点子夸张他甚至都不愿意演一下,12月04日 21:54
假唱不假唱自有分晓！五月天可以说也是很多人的青春，假如事情落实了就真的太悲催了！,12月04日 21:52
华为家庭影院，四个音响外加一个智慧屏输出五声道，在家听真唱，是否会比演唱会现场更好听？华为家庭影院，四个音响外加一个智慧屏输出五声道，在家听真唱，是否会比演唱会现场更好听？,12月04日 21:51
【演唱会吸金超6亿，36万+观众】近日，知名乐团五月天演唱会假唱风波沸沸扬扬。先是视频博主采用人声提取技术分析演唱会现场视频，质疑五月天假唱，引发全网热议。事件发酵后，北京市文化市场综合执法总队、上海市文旅局执法总队等官方机构宣布将展开调查。12月4日，五月天 【演唱会吸金超6亿，36万+观众】近日，知名乐团五月天演唱会假唱风波沸沸扬扬。先是视频博主采用人声提取技术分析演唱会现场视频，质疑五月天假唱，引发全网热议。事件发酵后，北京市文化市场综合执法总队、上海市文旅局执法总队等官方机构宣布将展开调查。12月4日，五月天经纪公司相信音乐官方发布声明否认假唱，网络上关于“五月天假唱”的言论均为恶意攻击、造谣中伤。（原文链接）01五月天经纪公司：假唱言论为恶意攻击，配合调查12月4日晚，五月天经纪公司相信音乐在官方微博发布一则严正声明称，五月天在巡回演出中不存在任何假唱行为，网络上关于“五月天假唱”的言论均为恶意攻击、造谣中伤，严重损害该司艺人形象。声明表示，“我司正积极配合相关执法部门开展调查工作，我司相信相关部门会给我们一个公正的结果以正视听。”对于该则声明，有粉丝表示，“相信音乐，相信五月天。”也有部分网友称将等待后续调查结果公布。北京市京都律师事务所合伙人常莎告诉记者，如果网络上关于“五月天假唱”的言论确认是谣言，那么相关谣言的制造、传播者需要对五月天及相关演唱会的主办单位承担互联网侵权责任。五月天及相关主体可以对侵权人提起民事诉讼，要求其承担消除影响、赔偿损失等法律责任。如果情节特别严重，造成严重损失的，相关谣言的制造、传播者，将可能面临诽谤罪的刑事责任。此前，视频博主“麦田农夫”11月30日发布视频，根据粉丝投稿，对五月天上海演唱会12首歌曲，提取人声进行分析。据该名博主鉴定，五月天演唱的《干杯》《恋爱ING》《为你写下这首歌》《伤心的人别听慢歌》系假唱或真假参半；另外五月天与演唱会嘉宾告五人合唱的两首歌曲《知足》《爱人错过》，经鉴定为五月天假唱、告五人真唱。视频发布后，迅速引发网络热议。更有今年参加过五月天演唱会的部分歌迷，在回看自己拍摄的现场视频时也声称发现了疑似假唱行为。公开信息显示，2023年，五月天在北京、上海、广州、武汉、沈阳等地举办多场演唱会，门票开售即售罄。仅上海一地，五月天10天连开8场演唱会，总入场人数超过36万，每场门票价格为355到1855元。12月3日，登上微博热搜第一。对此，北京市文化市场综合执法总队回应称，他们会将情况记录下来，根据情况进行判定，“如果后续涉及调查，会在官方平台进行公布”。12月4日，上海市文旅局执法总队表示，已收到“五月天”上海演唱会的原始视频、音频，将对提供的音视频内容进行科学的测评分析，并公布调查结果。此外，上海市文旅局执法总队对此次涉嫌“假唱”舆情高度重视，已按照《营业性演出管理条例》要求主办方配合调查，待有关情况依法核实后，将及时回应网友关切。02什么是判定“假唱”的标准？12月3日深夜，“五月天”经纪公司相信音乐曾发文，并未直接回应网络质疑，而是宣布与被鉴假唱的上海、伦敦场相同主题、将于当地时间12月7日20时举办的《好好好想见到你》演唱会巴黎场，届时会全程直播，“邀请全球所有角落朋友一起参与，全民见证”。对此，有网友表示，这只是五月天的“亡羊补牢”，直播证明三小时真唱，但这和内地假唱又有什么关系呢？“为了证明昨天晚上的饭菜不是预制菜，明晚我开直播给大家现场炒一个”“全程直播，也证明不了之前是真唱啊”“不敢正面回应”……曾向消协举报的音乐博主“声理学”发文称这是在混淆视听。也有歌迷表示支持，称“已定好闹钟”“赚了一个直播”“再说一遍，垫音不是假唱”。有网友猜测，五月天是不是在演唱会上采取了“半开麦”，所谓“半开麦”，就是唱歌同时伴奏里含原唱的人声，这样表演者就可以一半真唱，一半假唱，半开麦是一种很常见的唱歌方式，一般都是用在一些舞步多的歌曲上，因为歌者要跟着音乐节拍起舞，为了避免出现意外，一般都会用到这种方式。“半开麦”属于假唱吗？乐评人卢世伟认为，虽然半开麦是垫了一部分事先录好的歌声，跟完全对口型的假唱略有区别，但也不好界定两者之间的关系，“只能说是有区别，而且半开麦的程度也各有区别。”有网友表示，不接受演唱会假唱，否则失去了听现场的意义。作为华语音乐的顶级乐团，五月天的影响力毋庸置疑，但也正因如此，五月天需要对本次“假唱”风波做出回应，这不仅是一种对于消费者的责任，也是对于广大歌迷青春的一个交代。根据《营业性演出管理条例》第四十七条的规定，以假唱欺骗观众的行为，需承担民事责任以及行政责任。观众有权在退场后依照有关消费者权益保护的法律规定要求演出举办单位赔偿损失；演出举办单位可以依法向负有责任的文艺表演团体、演员追偿。由县级人民政府文化主管部门处5万元以上10万元以下的罚款。此外，为演员假唱提供条件的，由县级人民政府文化主管部门处5000元以上1万元以下的罚款。03上海演唱会票房超6亿华语最具商业价值团体之一作为台湾流行音乐巅峰时期的乐团，五月天至今已出道26年，代表作包括《突然好想你》《知足》《恋爱ing》等KTV金曲，也包括《一半人生》等影视OST，堪称当代华语流行音乐的顶级天团，此前音乐平台争抢音乐版权时，除了周杰伦外，拥有五月天的相信音乐也是重要的争抢对象。这种影响力在演唱会票房上的体现更为直接。据报道，五月天的公司相信音乐在2007年至2008年办了两场五月天巡回演唱会，分别是“离开地球表面”和“回到地球表面”，23场演出吸引了超过30万人观看。此后这个纪录被不断刷新：2009年44场的“DNA创造”和“变形DNA无限放大版”演唱会；2011年“诺亚方舟”演唱会在18个月的时间里完成了67场演出，吸引了220万人次。2012年他们把演出场地选在了可容纳十万人的鸟巢，所有的门票在预售开始后3分钟即告售罄，刷新了内地演唱会的售票速度。2023年，内地演唱会市场格外热闹，五月天再度成为“演唱会忙人”，据报道，截至目前，五月天已在北京、杭州、武汉、上海等城市共演出39场，演出排期密集，经常一城连唱四天。其中上海场11月12日至21日共演出8场，演唱会看台票价格由低至高分别为355元，655元，855元和1055元；内场票价格为1555元与1855元，按上海体育场7.2万座位数计算，单在上海一地，五月天就吸金超6亿。演唱会的火爆也体现在了应援物的销售上，据报道，五月天北京演唱会光荧光棒销售就达5万根，总额突破700万元。据此前报道，今年5月、6月时，五月天“2023诺亚方舟&好好好想见到你”演唱会在北京、杭州、武汉等城市演出爆火，官方平台荧光棒售价140元，引得不少网友惊呼：现在的荧光棒都已经这么贵了吗？2018年，五月天鸟巢“人生无限公司巡演”的荧光棒售价为45元。现在新款140元已经是旧款价格的三倍。为何越来越贵？部分原因是棒子更智能了。五月天的资深粉丝阿七告诉记者，如今演唱会用的都是场控荧光棒，它的原理就是中央控制台以RF（射频）广播形式发送信号，荧光棒中的芯片接收到信号后，随着音乐和节奏的变化，相应地变换颜色，实现震撼的视觉效果。简言之，这种LED荧光棒相比传统意义上的荧光棒更像是一款电子产品，可以和舞台更好地互动。“如果你买了普通的荧光棒，或者是山寨货，就不能在现场接受场控，会让自己在人群中显得很突兀。”阿七说。五月天新版荧光棒还有“云端互动”功能。在官方APP观看演唱会影片时，打开手机蓝牙连接荧光棒，也能实现灯色的实时转换，在线“沉浸式观演”。尽管新增了这些功能，相对于成本来说，140元的售价依然算是“暴利”。义乌一位荧光棒商家徐先生告诉记者，类似可以接受场控的电子荧光棒，根据甲方定制，出厂价一般在30-50元左右，便宜点的10多元也有。还有一种普通的液体（化学）荧光棒，掰一下就会亮那种，价格就更加便宜，批发价不到一元就能买一根。让官方荧光棒能卖得起价格的，除了功能带来的溢价，或许更多还是粉丝情怀上的“加成”。“只有买了官方正版的应援棒，才能表达对爱豆的真爱。”“我买的不是一根普通的荧光棒，还有对偶像的陪伴、参与演唱会的见证。”不少粉丝在社交媒体上表达购买的原因时说。（原文链接）,12月04日 21:50
